RECEPTOR,odorant,SMILES,output,Protein sequence
AgOr38,E2-hexenal,,240,
AgOr39,E2-hexenal,,46,
AgOr41,E2-hexenal,,-19,
AgOr42,E2-hexenal,,-11,
AgOr43,E2-hexenal,,-24,
AgOr44,E2-hexenal,,-10,
AgOr45,E2-hexenal,,-13,
AgOr46,E2-hexenal,,49,
AgOr48,E2-hexenal,,30,
AgOr50,E2-hexenal,,54,
AgOr53,E2-hexenal,,30,
AgOr54,E2-hexenal,,-39,
AgOr56,E2-hexenal,,66,
AgOr57,E2-hexenal,,118,
AgOr59,E2-hexenal,,1,
AgOr61,E2-hexenal,,12,
AgOr63,E2-hexenal,,2,
AgOr64,E2-hexenal,,8,
AgOr65,E2-hexenal,,2,
AgOr66,E2-hexenal,,-22,
AgOr67,E2-hexenal,,-20,
AgOr73,E2-hexenal,,0,
AgOr75,E2-hexenal,,-5,
AgOr76,E2-hexenal,,-6,
AgOr1,acetone,,-11,
AgOr2,acetone,,3,
AgOr3,acetone,,-6,
AgOr4,acetone,,2,
AgOr5,acetone,,-3,
AgOr6,acetone,,3,
AgOr8,acetone,,-2,
AgOr9,acetone,,-2,
AgOr10,acetone,,-5,
AgOr11,acetone,,-4,
AgOr12,acetone,,5,
AgOr13,acetone,,-5,
AgOr15,acetone,,-2,
AgOr16,acetone,,1,
AgOr18,acetone,,8,
AgOr20,acetone,,-2,
AgOr21,acetone,,11,
AgOr23,acetone,,3,
AgOr25,acetone,,-4,
AgOr26,acetone,,3,
AgOr27,acetone,,7,
AgOr30,acetone,,3,
AgOr31,acetone,,3,
AgOr32,acetone,,-4,
AgOr33,acetone,,-9,
AgOr35,acetone,,-19,
AgOr38,acetone,,0,
AgOr39,acetone,,-1,
AgOr41,acetone,,-11,
AgOr42,acetone,,-5,
AgOr43,acetone,,-7,
AgOr44,acetone,,-4,
AgOr45,acetone,,-6,
AgOr46,acetone,,27,
AgOr48,acetone,,1,
AgOr50,acetone,,6,
AgOr53,acetone,,28,
AgOr54,acetone,,-16,
AgOr56,acetone,,4,
AgOr57,acetone,,10,
AgOr59,acetone,,0,
AgOr61,acetone,,5,
AgOr63,acetone,,-4,
AgOr64,acetone,,-8,
AgOr65,acetone,,0,
AgOr66,acetone,,3,
AgOr67,acetone,,-11,
AgOr73,acetone,,3,
AgOr75,acetone,,-11,
AgOr76,acetone,,-3,
AgOr1,2-butanone,,-13,
AgOr2,2-butanone,,-3,
AgOr3,2-butanone,,5,
AgOr4,2-butanone,,17,
AgOr5,2-butanone,,11,
AgOr6,2-butanone,,14,
AgOr8,2-butanone,,-12,
AgOr9,2-butanone,,14,
AgOr10,2-butanone,,-2,
AgOr11,2-butanone,,13,
AgOr12,2-butanone,,36,
AgOr13,2-butanone,,-8,
AgOr15,2-butanone,,17,
AgOr16,2-butanone,,2,
AgOr18,2-butanone,,44,
AgOr20,2-butanone,,14,
AgOr21,2-butanone,,33,
AgOr23,2-butanone,,8,
AgOr25,2-butanone,,-10,
AgOr26,2-butanone,,24,
AgOr27,2-butanone,,11,
AgOr30,2-butanone,,26,
AgOr31,2-butanone,,4,
AgOr32,2-butanone,,-10,
AgOr33,2-butanone,,-21,
AgOr35,2-butanone,,-25,
AgOr38,2-butanone,,3,
AgOr39,2-butanone,,17,
AgOr41,2-butanone,,-21,
AgOr42,2-butanone,,-1,
AgOr43,2-butanone,,-18,
AgOr44,2-butanone,,-17,
AgOr45,2-butanone,,-7,
AgOr46,2-butanone,,42,
AgOr48,2-butanone,,24,
AgOr50,2-butanone,,66,
AgOr53,2-butanone,,43,
AgOr54,2-butanone,,-22,
AgOr56,2-butanone,,37,
AgOr57,2-butanone,,60,
AgOr59,2-butanone,,-3,
AgOr61,2-butanone,,3,
AgOr63,2-butanone,,6,
AgOr64,2-butanone,,-7,
AgOr65,2-butanone,,0,
AgOr66,2-butanone,,-11,
AgOr67,2-butanone,,-22,
AgOr73,2-butanone,,-4,
AgOr75,2-butanone,,-14,
AgOr76,2-butanone,,-3,
AgOr1,2-heptanone,,-11,
AgOr2,2-heptanone,,27,
AgOr3,2-heptanone,,-1,
AgOr4,2-heptanone,,112,
AgOr5,2-heptanone,,20,
AgOr6,2-heptanone,,25,
AgOr8,2-heptanone,,222,
AgOr9,2-heptanone,,29,
AgOr10,2-heptanone,,4,
AgOr11,2-heptanone,,29,
AgOr12,2-heptanone,,44,
AgOr13,2-heptanone,,-2,
AgOr15,2-heptanone,,16,
AgOr16,2-heptanone,,23,
AgOr18,2-heptanone,,69,
AgOr20,2-heptanone,,16,
AgOr21,2-heptanone,,85,
AgOr23,2-heptanone,,21,
AgOr25,2-heptanone,,-21,
AgOr26,2-heptanone,,44,
AgOr27,2-heptanone,,45,
AgOr30,2-heptanone,,138,
AgOr31,2-heptanone,,49,
AgOr32,2-heptanone,,9,
AgOr33,2-heptanone,,-26,
AgOr35,2-heptanone,,-18,
AgOr38,2-heptanone,,112,
AgOr39,2-heptanone,,73,
AgOr41,2-heptanone,,-23,
AgOr42,2-heptanone,,-26,
AgOr43,2-heptanone,,-34,
AgOr44,2-heptanone,,-23,
AgOr45,2-heptanone,,-16,
AgOr46,2-heptanone,,54,
AgOr48,2-heptanone,,172,
AgOr50,2-heptanone,,72,
AgOr53,2-heptanone,,35,
AgOr54,2-heptanone,,-36,
AgOr56,2-heptanone,,69,
AgOr57,2-heptanone,,155,
AgOr59,2-heptanone,,-9,
AgOr61,2-heptanone,,23,
AgOr63,2-heptanone,,25,
AgOr64,2-heptanone,,4,
AgOr65,2-heptanone,,12,
AgOr66,2-heptanone,,-31,
AgOr67,2-heptanone,,-26,
AgOr73,2-heptanone,,11,
AgOr75,2-heptanone,,55,
AgOr76,2-heptanone,,-1,
AgOr1,3-octanone,,-22,
AgOr2,3-octanone,,12,
AgOr3,3-octanone,,-18,
AgOr4,3-octanone,,65,
AgOr5,3-octanone,,-5,
AgOr6,3-octanone,,22,
AgOr8,3-octanone,,232,
AgOr9,3-octanone,,9,
AgOr10,3-octanone,,-7,
AgOr11,3-octanone,,7,
AgOr12,3-octanone,,-13,
AgOr13,3-octanone,,-13,
AgOr15,3-octanone,,-2,
AgOr16,3-octanone,,17,
AgOr18,3-octanone,,43,
AgOr20,3-octanone,,1,
AgOr21,3-octanone,,9,
AgOr23,3-octanone,,9,
AgOr25,3-octanone,,-19,
AgOr26,3-octanone,,22,
AgOr27,3-octanone,,30,
AgOr30,3-octanone,,222,
AgOr31,3-octanone,,46,
AgOr32,3-octanone,,27,
AgOr33,3-octanone,,-23,
AgOr35,3-octanone,,-46,
AgOr38,3-octanone,,-19,
AgOr39,3-octanone,,86,
AgOr41,3-octanone,,-28,
AgOr42,3-octanone,,-26,
AgOr43,3-octanone,,-35,
AgOr44,3-octanone,,-30,
AgOr45,3-octanone,,-21,
AgOr46,3-octanone,,29,
AgOr48,3-octanone,,126,
AgOr50,3-octanone,,28,
AgOr53,3-octanone,,25,
AgOr54,3-octanone,,-50,
AgOr56,3-octanone,,30,
AgOr57,3-octanone,,53,
AgOr59,3-octanone,,-9,
AgOr61,3-octanone,,11,
AgOr63,3-octanone,,29,
AgOr64,3-octanone,,-10,
AgOr65,3-octanone,,10,
AgOr66,3-octanone,,-20,
AgOr67,3-octanone,,-31,
AgOr73,3-octanone,,-2,
AgOr75,3-octanone,,88,
AgOr76,3-octanone,,-4,
AgOr1,2-nonanone,,-22,
AgOr2,2-nonanone,,0,
AgOr3,2-nonanone,,-14,
AgOr4,2-nonanone,,45,
AgOr5,2-nonanone,,2,
AgOr6,2-nonanone,,15,
AgOr8,2-nonanone,,-13,
AgOr9,2-nonanone,,-1,
AgOr10,2-nonanone,,-9,
AgOr11,2-nonanone,,-2,
AgOr12,2-nonanone,,-6,
AgOr13,2-nonanone,,-17,
AgOr15,2-nonanone,,28,
AgOr16,2-nonanone,,8,
AgOr18,2-nonanone,,25,
AgOr20,2-nonanone,,-2,
AgOr21,2-nonanone,,63,
AgOr23,2-nonanone,,-2,
AgOr25,2-nonanone,,-18,
AgOr26,2-nonanone,,12,
AgOr27,2-nonanone,,27,
AgOr30,2-nonanone,,117,
AgOr31,2-nonanone,,60,
AgOr32,2-nonanone,,48,
AgOr33,2-nonanone,,-25,
AgOr35,2-nonanone,,-8,
AgOr38,2-nonanone,,-8,
AgOr39,2-nonanone,,47,
AgOr41,2-nonanone,,-21,
AgOr42,2-nonanone,,-22,
AgOr43,2-nonanone,,-36,
AgOr44,2-nonanone,,-17,
AgOr45,2-nonanone,,-24,
AgOr46,2-nonanone,,77,
AgOr48,2-nonanone,,183,
AgOr50,2-nonanone,,12,
AgOr53,2-nonanone,,16,
AgOr54,2-nonanone,,-35,
AgOr56,2-nonanone,,43,
AgOr57,2-nonanone,,74,
AgOr59,2-nonanone,,-1,
AgOr61,2-nonanone,,4,
AgOr63,2-nonanone,,25,
AgOr64,2-nonanone,,4,
AgOr65,2-nonanone,,0,
AgOr66,2-nonanone,,-20,
AgOr67,2-nonanone,,-18,
AgOr73,2-nonanone,,-8,
AgOr75,2-nonanone,,105,
AgOr76,2-nonanone,,-8,
AgOr1,6-methyl-5-hepten-2-one,,-26,
AgOr2,6-methyl-5-hepten-2-one,,2,
AgOr3,6-methyl-5-hepten-2-one,,-19,
AgOr4,6-methyl-5-hepten-2-one,,77,
AgOr5,6-methyl-5-hepten-2-one,,3,
AgOr6,6-methyl-5-hepten-2-one,,19,
AgOr8,6-methyl-5-hepten-2-one,,-12,
AgOr9,6-methyl-5-hepten-2-one,,55,
AgOr10,6-methyl-5-hepten-2-one,,-5,
AgOr11,6-methyl-5-hepten-2-one,,8,
AgOr12,6-methyl-5-hepten-2-one,,-7,
AgOr13,6-methyl-5-hepten-2-one,,-16,
AgOr15,6-methyl-5-hepten-2-one,,0,
AgOr16,6-methyl-5-hepten-2-one,,17,
AgOr18,6-methyl-5-hepten-2-one,,79,
AgOr20,6-methyl-5-hepten-2-one,,59,
AgOr21,6-methyl-5-hepten-2-one,,97,
AgOr23,6-methyl-5-hepten-2-one,,-1,
AgOr25,6-methyl-5-hepten-2-one,,-19,
AgOr26,6-methyl-5-hepten-2-one,,45,
AgOr27,6-methyl-5-hepten-2-one,,39,
AgOr30,6-methyl-5-hepten-2-one,,199,
AgOr31,6-methyl-5-hepten-2-one,,47,
AgOr32,6-methyl-5-hepten-2-one,,50,
AgOr33,6-methyl-5-hepten-2-one,,-28,
AgOr35,6-methyl-5-hepten-2-one,,-14,
AgOr38,6-methyl-5-hepten-2-one,,77,
AgOr39,6-methyl-5-hepten-2-one,,147,
AgOr41,6-methyl-5-hepten-2-one,,-23,
AgOr42,6-methyl-5-hepten-2-one,,-29,
AgOr43,6-methyl-5-hepten-2-one,,-43,
AgOr44,6-methyl-5-hepten-2-one,,-26,
AgOr45,6-methyl-5-hepten-2-one,,-23,
AgOr46,6-methyl-5-hepten-2-one,,34,
AgOr48,6-methyl-5-hepten-2-one,,84,
AgOr50,6-methyl-5-hepten-2-one,,83,
AgOr53,6-methyl-5-hepten-2-one,,43,
AgOr54,6-methyl-5-hepten-2-one,,-47,
AgOr56,6-methyl-5-hepten-2-one,,65,
AgOr57,6-methyl-5-hepten-2-one,,117,
AgOr59,6-methyl-5-hepten-2-one,,0,
AgOr61,6-methyl-5-hepten-2-one,,18,
AgOr63,6-methyl-5-hepten-2-one,,24,
AgOr64,6-methyl-5-hepten-2-one,,-9,
AgOr65,6-methyl-5-hepten-2-one,,13,
AgOr66,6-methyl-5-hepten-2-one,,-25,
AgOr67,6-methyl-5-hepten-2-one,,-19,
AgOr73,6-methyl-5-hepten-2-one,,-6,
AgOr75,6-methyl-5-hepten-2-one,,135,
AgOr76,6-methyl-5-hepten-2-one,,-11,
AgOr1,geranyl-acetone,,-2,
AgOr2,geranyl-acetone,,-1,
AgOr3,geranyl-acetone,,-1,
AgOr4,geranyl-acetone,,2,
AgOr5,geranyl-acetone,,1,
AgOr6,geranyl-acetone,,1,
AgOr8,geranyl-acetone,,8,
AgOr9,geranyl-acetone,,2,
AgOr10,geranyl-acetone,,0,
AgOr11,geranyl-acetone,,-2,
AgOr12,geranyl-acetone,,5,
AgOr13,geranyl-acetone,,2,
AgOr15,geranyl-acetone,,1,
AgOr16,geranyl-acetone,,0,
AgOr18,geranyl-acetone,,-2,
AgOr20,geranyl-acetone,,2,
AgOr21,geranyl-acetone,,4,
AgOr23,geranyl-acetone,,-1,
AgOr25,geranyl-acetone,,1,
AgOr26,geranyl-acetone,,1,
AgOr27,geranyl-acetone,,-1,
AgOr30,geranyl-acetone,,3,
AgOr31,geranyl-acetone,,57,
AgOr32,geranyl-acetone,,8,
AgOr33,geranyl-acetone,,-1,
AgOr35,geranyl-acetone,,71,
AgOr38,geranyl-acetone,,2,
AgOr39,geranyl-acetone,,3,
AgOr41,geranyl-acetone,,-5,
AgOr42,geranyl-acetone,,2,
AgOr43,geranyl-acetone,,-9,
AgOr44,geranyl-acetone,,3,
AgOr45,geranyl-acetone,,-2,
AgOr46,geranyl-acetone,,1,
AgOr48,geranyl-acetone,,-1,
AgOr50,geranyl-acetone,,11,
AgOr53,geranyl-acetone,,0,
AgOr54,geranyl-acetone,,-2,
AgOr56,geranyl-acetone,,0,
AgOr57,geranyl-acetone,,-2,
AgOr59,geranyl-acetone,,-1,
AgOr61,geranyl-acetone,,0,
AgOr63,geranyl-acetone,,2,
AgOr64,geranyl-acetone,,-1,
AgOr65,geranyl-acetone,,0,
AgOr66,geranyl-acetone,,1,
AgOr67,geranyl-acetone,,1,
AgOr73,geranyl-acetone,,-2,
AgOr75,geranyl-acetone,,3,
AgOr76,geranyl-acetone,,1,
AgOr1,"2,3-butanedione",,-23,
AgOr2,"2,3-butanedione",,-2,
AgOr3,"2,3-butanedione",,-13,
AgOr4,"2,3-butanedione",,25,
AgOr5,"2,3-butanedione",,134,
AgOr6,"2,3-butanedione",,10,
AgOr8,"2,3-butanedione",,-7,
AgOr9,"2,3-butanedione",,14,
AgOr10,"2,3-butanedione",,0,
AgOr11,"2,3-butanedione",,20,
AgOr12,"2,3-butanedione",,33,
AgOr13,"2,3-butanedione",,1,
AgOr15,"2,3-butanedione",,3,
AgOr16,"2,3-butanedione",,2,
AgOr18,"2,3-butanedione",,61,
AgOr20,"2,3-butanedione",,15,
AgOr21,"2,3-butanedione",,46,
AgOr23,"2,3-butanedione",,2,
AgOr25,"2,3-butanedione",,-16,
AgOr26,"2,3-butanedione",,17,
AgOr27,"2,3-butanedione",,35,
AgOr30,"2,3-butanedione",,24,
AgOr31,"2,3-butanedione",,9,
AgOr32,"2,3-butanedione",,-13,
AgOr33,"2,3-butanedione",,-24,
AgOr35,"2,3-butanedione",,-33,
AgOr38,"2,3-butanedione",,-1,
AgOr39,"2,3-butanedione",,25,
AgOr41,"2,3-butanedione",,-30,
AgOr42,"2,3-butanedione",,-12,
AgOr43,"2,3-butanedione",,-35,
AgOr44,"2,3-butanedione",,-20,
AgOr45,"2,3-butanedione",,-22,
AgOr46,"2,3-butanedione",,50,
AgOr48,"2,3-butanedione",,4,
AgOr50,"2,3-butanedione",,19,
AgOr53,"2,3-butanedione",,37,
AgOr54,"2,3-butanedione",,-33,
AgOr56,"2,3-butanedione",,14,
AgOr57,"2,3-butanedione",,42,
AgOr59,"2,3-butanedione",,-8,
AgOr61,"2,3-butanedione",,3,
AgOr63,"2,3-butanedione",,2,
AgOr64,"2,3-butanedione",,-7,
AgOr65,"2,3-butanedione",,3,
AgOr66,"2,3-butanedione",,-7,
AgOr67,"2,3-butanedione",,-25,
AgOr73,"2,3-butanedione",,7,
AgOr75,"2,3-butanedione",,-24,
AgOr76,"2,3-butanedione",,-7,
AgOr1,cyclohexanone,,-9,
AgOr2,cyclohexanone,,0,
AgOr3,cyclohexanone,,6,
AgOr4,cyclohexanone,,40,
AgOr5,cyclohexanone,,-2,
AgOr6,cyclohexanone,,26,
AgOr8,cyclohexanone,,-8,
AgOr9,cyclohexanone,,4,
AgOr10,cyclohexanone,,8,
AgOr11,cyclohexanone,,95,
AgOr12,cyclohexanone,,60,
AgOr13,cyclohexanone,,34,
AgOr15,cyclohexanone,,4,
AgOr16,cyclohexanone,,4,
AgOr18,cyclohexanone,,41,
AgOr20,cyclohexanone,,35,
AgOr21,cyclohexanone,,126,
AgOr23,cyclohexanone,,-3,
AgOr25,cyclohexanone,,-9,
AgOr26,cyclohexanone,,42,
AgOr27,cyclohexanone,,40,
AgOr30,cyclohexanone,,107,
AgOr31,cyclohexanone,,4,
AgOr32,cyclohexanone,,-7,
AgOr33,cyclohexanone,,-9,
AgOr35,cyclohexanone,,-5,
AgOr38,cyclohexanone,,23,
AgOr39,cyclohexanone,,21,
AgOr41,cyclohexanone,,-12,
AgOr42,cyclohexanone,,-16,
AgOr43,cyclohexanone,,-11,
AgOr44,cyclohexanone,,-11,
AgOr45,cyclohexanone,,-12,
AgOr46,cyclohexanone,,94,
AgOr48,cyclohexanone,,73,
AgOr50,cyclohexanone,,81,
AgOr53,cyclohexanone,,97,
AgOr54,cyclohexanone,,-13,
AgOr56,cyclohexanone,,98,
AgOr57,cyclohexanone,,117,
AgOr59,cyclohexanone,,-5,
AgOr61,cyclohexanone,,9,
AgOr63,cyclohexanone,,10,
AgOr64,cyclohexanone,,27,
AgOr65,cyclohexanone,,8,
AgOr66,cyclohexanone,,-4,
AgOr67,cyclohexanone,,-15,
AgOr73,cyclohexanone,,-7,
AgOr75,cyclohexanone,,17,
AgOr76,cyclohexanone,,-2,
AgOr1,phenol,,234,
AgOr2,phenol,,170,
AgOr3,phenol,,-23,
AgOr4,phenol,,23,
AgOr5,phenol,,1,
AgOr6,phenol,,39,
AgOr8,phenol,,-7,
AgOr9,phenol,,95,
AgOr10,phenol,,60,
AgOr11,phenol,,33,
AgOr12,phenol,,52,
AgOr13,phenol,,147,
AgOr15,phenol,,78,
AgOr16,phenol,,10,
AgOr18,phenol,,23,
AgOr20,phenol,,54,
AgOr21,phenol,,50,
AgOr23,phenol,,-3,
AgOr25,phenol,,-9,
AgOr26,phenol,,-1,
AgOr27,phenol,,10,
AgOr30,phenol,,1,
AgOr31,phenol,,-1,
AgOr32,phenol,,15,
AgOr33,phenol,,-13,
AgOr35,phenol,,-2,
AgOr38,phenol,,140,
AgOr39,phenol,,50,
AgOr41,phenol,,-2,
AgOr42,phenol,,-14,
AgOr43,phenol,,-7,
AgOr44,phenol,,-18,
AgOr45,phenol,,-13,
AgOr46,phenol,,28,
AgOr48,phenol,,0,
AgOr50,phenol,,19,
AgOr53,phenol,,8,
AgOr54,phenol,,-11,
AgOr56,phenol,,22,
AgOr57,phenol,,46,
AgOr59,phenol,,-2,
AgOr61,phenol,,5,
AgOr63,phenol,,0,
AgOr64,phenol,,-6,
AgOr65,phenol,,5,
AgOr66,phenol,,0,
AgOr67,phenol,,-5,
AgOr73,phenol,,2,
AgOr75,phenol,,-6,
AgOr76,phenol,,-10,
AgOr1,benzaldehyde,,44,
AgOr2,benzaldehyde,,257,
AgOr3,benzaldehyde,,-7,
AgOr4,benzaldehyde,,38,
AgOr5,benzaldehyde,,5,
AgOr6,benzaldehyde,,113,
AgOr8,benzaldehyde,,-10,
AgOr9,benzaldehyde,,15,
AgOr10,benzaldehyde,,257,
AgOr11,benzaldehyde,,118,
AgOr12,benzaldehyde,,124,
AgOr13,benzaldehyde,,219,
AgOr15,benzaldehyde,,217,
AgOr16,benzaldehyde,,38,
AgOr18,benzaldehyde,,57,
AgOr20,benzaldehyde,,64,
AgOr21,benzaldehyde,,133,
AgOr23,benzaldehyde,,-2,
AgOr25,benzaldehyde,,-14,
AgOr26,benzaldehyde,,19,
AgOr27,benzaldehyde,,2,
AgOr30,benzaldehyde,,41,
AgOr31,benzaldehyde,,-4,
AgOr32,benzaldehyde,,1,
AgOr33,benzaldehyde,,-9,
AgOr35,benzaldehyde,,-15,
AgOr38,benzaldehyde,,257,
AgOr39,benzaldehyde,,75,
AgOr41,benzaldehyde,,-13,
AgOr42,benzaldehyde,,-9,
AgOr43,benzaldehyde,,-7,
AgOr44,benzaldehyde,,-24,
AgOr45,benzaldehyde,,-15,
AgOr46,benzaldehyde,,109,
AgOr48,benzaldehyde,,2,
AgOr50,benzaldehyde,,70,
AgOr53,benzaldehyde,,33,
AgOr54,benzaldehyde,,-20,
AgOr56,benzaldehyde,,28,
AgOr57,benzaldehyde,,135,
AgOr59,benzaldehyde,,-6,
AgOr61,benzaldehyde,,5,
AgOr63,benzaldehyde,,-2,
AgOr64,benzaldehyde,,-13,
AgOr65,benzaldehyde,,-1,
AgOr66,benzaldehyde,,-9,
AgOr67,benzaldehyde,,-11,
AgOr73,benzaldehyde,,6,
AgOr75,benzaldehyde,,-9,
AgOr76,benzaldehyde,,-8,
AgOr1,acetophenone,,-1,
AgOr2,acetophenone,,24,
AgOr3,acetophenone,,-2,
AgOr4,acetophenone,,37,
AgOr5,acetophenone,,-2,
AgOr6,acetophenone,,242,
AgOr8,acetophenone,,-12,
AgOr9,acetophenone,,74,
AgOr10,acetophenone,,105,
AgOr11,acetophenone,,85,
AgOr12,acetophenone,,105,
AgOr13,acetophenone,,97,
AgOr15,acetophenone,,248,
AgOr16,acetophenone,,63,
AgOr18,acetophenone,,204,
AgOr20,acetophenone,,88,
AgOr21,acetophenone,,163,
AgOr23,acetophenone,,0,
AgOr25,acetophenone,,-17,
AgOr26,acetophenone,,12,
AgOr27,acetophenone,,16,
AgOr30,acetophenone,,70,
AgOr31,acetophenone,,-5,
AgOr32,acetophenone,,5,
AgOr33,acetophenone,,-15,
AgOr35,acetophenone,,-10,
AgOr38,acetophenone,,199,
AgOr39,acetophenone,,35,
AgOr41,acetophenone,,-17,
AgOr42,acetophenone,,-17,
AgOr43,acetophenone,,-26,
AgOr44,acetophenone,,-18,
AgOr45,acetophenone,,-8,
AgOr46,acetophenone,,76,
AgOr48,acetophenone,,-5,
AgOr50,acetophenone,,139,
AgOr53,acetophenone,,13,
AgOr54,acetophenone,,-19,
AgOr56,acetophenone,,48,
AgOr57,acetophenone,,88,
AgOr59,acetophenone,,-9,
AgOr61,acetophenone,,7,
AgOr63,acetophenone,,3,
AgOr64,acetophenone,,-6,
AgOr65,acetophenone,,1,
AgOr66,acetophenone,,-14,
AgOr67,acetophenone,,-7,
AgOr73,acetophenone,,-8,
AgOr75,acetophenone,,9,
AgOr76,acetophenone,,-10,
AgOr1,methyl-benzoate,,-6,
AgOr2,methyl-benzoate,,-3,
AgOr3,methyl-benzoate,,-5,
AgOr4,methyl-benzoate,,55,
AgOr5,methyl-benzoate,,-2,
AgOr6,methyl-benzoate,,100,
AgOr8,methyl-benzoate,,-10,
AgOr9,methyl-benzoate,,79,
AgOr10,methyl-benzoate,,45,
AgOr11,methyl-benzoate,,5,
AgOr12,methyl-benzoate,,-9,
AgOr13,methyl-benzoate,,98,
AgOr15,methyl-benzoate,,141,
AgOr16,methyl-benzoate,,1,
AgOr18,methyl-benzoate,,52,
AgOr20,methyl-benzoate,,-5,
AgOr21,methyl-benzoate,,14,
AgOr23,methyl-benzoate,,4,
AgOr25,methyl-benzoate,,-14,
AgOr26,methyl-benzoate,,3,
AgOr27,methyl-benzoate,,1,
AgOr30,methyl-benzoate,,46,
AgOr31,methyl-benzoate,,4,
AgOr32,methyl-benzoate,,18,
AgOr33,methyl-benzoate,,-18,
AgOr35,methyl-benzoate,,-11,
AgOr38,methyl-benzoate,,45,
AgOr39,methyl-benzoate,,50,
AgOr41,methyl-benzoate,,-17,
AgOr42,methyl-benzoate,,-13,
AgOr43,methyl-benzoate,,-18,
AgOr44,methyl-benzoate,,-16,
AgOr45,methyl-benzoate,,-15,
AgOr46,methyl-benzoate,,16,
AgOr48,methyl-benzoate,,1,
AgOr50,methyl-benzoate,,4,
AgOr53,methyl-benzoate,,2,
AgOr54,methyl-benzoate,,-19,
AgOr56,methyl-benzoate,,23,
AgOr57,methyl-benzoate,,71,
AgOr59,methyl-benzoate,,-5,
AgOr61,methyl-benzoate,,2,
AgOr63,methyl-benzoate,,0,
AgOr64,methyl-benzoate,,2,
AgOr65,methyl-benzoate,,1,
AgOr66,methyl-benzoate,,-8,
AgOr67,methyl-benzoate,,-7,
AgOr73,methyl-benzoate,,-3,
AgOr75,methyl-benzoate,,52,
AgOr76,methyl-benzoate,,-4,
AgOr1,2-phenoxy-ethanol,,1,
AgOr2,2-phenoxy-ethanol,,3,
AgOr3,2-phenoxy-ethanol,,1,
AgOr4,2-phenoxy-ethanol,,6,
AgOr5,2-phenoxy-ethanol,,0,
AgOr6,2-phenoxy-ethanol,,6,
AgOr8,2-phenoxy-ethanol,,-1,
AgOr9,2-phenoxy-ethanol,,0,
AgOr10,2-phenoxy-ethanol,,1,
AgOr11,2-phenoxy-ethanol,,-1,
AgOr12,2-phenoxy-ethanol,,21,
AgOr13,2-phenoxy-ethanol,,0,
AgOr15,2-phenoxy-ethanol,,3,
AgOr16,2-phenoxy-ethanol,,0,
AgOr18,2-phenoxy-ethanol,,6,
AgOr20,2-phenoxy-ethanol,,2,
AgOr21,2-phenoxy-ethanol,,2,
AgOr23,2-phenoxy-ethanol,,1,
AgOr25,2-phenoxy-ethanol,,-2,
AgOr26,2-phenoxy-ethanol,,0,
AgOr27,2-phenoxy-ethanol,,2,
AgOr30,2-phenoxy-ethanol,,-3,
AgOr31,2-phenoxy-ethanol,,2,
AgOr32,2-phenoxy-ethanol,,2,
AgOr33,2-phenoxy-ethanol,,0,
AgOr35,2-phenoxy-ethanol,,3,
AgOr38,2-phenoxy-ethanol,,2,
AgOr39,2-phenoxy-ethanol,,9,
AgOr41,2-phenoxy-ethanol,,-2,
AgOr42,2-phenoxy-ethanol,,1,
AgOr43,2-phenoxy-ethanol,,-2,
AgOr44,2-phenoxy-ethanol,,2,
AgOr45,2-phenoxy-ethanol,,3,
AgOr46,2-phenoxy-ethanol,,10,
AgOr48,2-phenoxy-ethanol,,1,
AgOr50,2-phenoxy-ethanol,,8,
AgOr53,2-phenoxy-ethanol,,0,
AgOr54,2-phenoxy-ethanol,,0,
AgOr56,2-phenoxy-ethanol,,2,
AgOr57,2-phenoxy-ethanol,,2,
AgOr59,2-phenoxy-ethanol,,-1,
AgOr61,2-phenoxy-ethanol,,-1,
AgOr63,2-phenoxy-ethanol,,0,
AgOr64,2-phenoxy-ethanol,,-1,
AgOr65,2-phenoxy-ethanol,,-2,
AgOr66,2-phenoxy-ethanol,,0,
AgOr67,2-phenoxy-ethanol,,2,
AgOr73,2-phenoxy-ethanol,,5,
AgOr75,2-phenoxy-ethanol,,2,
AgOr76,2-phenoxy-ethanol,,1,
AgOr1,benzyl-acetate,,-7,
AgOr2,benzyl-acetate,,6,
AgOr3,benzyl-acetate,,3,
AgOr4,benzyl-acetate,,70,
AgOr5,benzyl-acetate,,-4,
AgOr6,benzyl-acetate,,8,
AgOr8,benzyl-acetate,,-7,
AgOr9,benzyl-acetate,,23,
AgOr10,benzyl-acetate,,35,
AgOr11,benzyl-acetate,,3,
AgOr12,benzyl-acetate,,-10,
AgOr13,benzyl-acetate,,7,
AgOr15,benzyl-acetate,,-6,
AgOr16,benzyl-acetate,,0,
AgOr18,benzyl-acetate,,42,
AgOr20,benzyl-acetate,,0,
AgOr21,benzyl-acetate,,0,
AgOr23,benzyl-acetate,,-2,
AgOr25,benzyl-acetate,,-22,
AgOr26,benzyl-acetate,,10,
AgOr27,benzyl-acetate,,4,
AgOr30,benzyl-acetate,,85,
AgOr31,benzyl-acetate,,71,
AgOr32,benzyl-acetate,,47,
AgOr33,benzyl-acetate,,-15,
AgOr35,benzyl-acetate,,10,
AgOr38,benzyl-acetate,,64,
AgOr39,benzyl-acetate,,176,
AgOr41,benzyl-acetate,,-11,
AgOr42,benzyl-acetate,,-8,
AgOr43,benzyl-acetate,,-8,
