RECEPTOR,odorant,SMILES,output,Protein sequence
AgOr20,2-ethyl-1-hexanol,,126,
AgOr21,2-ethyl-1-hexanol,,33,
AgOr23,2-ethyl-1-hexanol,,-1,
AgOr25,2-ethyl-1-hexanol,,-9,
AgOr26,2-ethyl-1-hexanol,,34,
AgOr27,2-ethyl-1-hexanol,,17,
AgOr30,2-ethyl-1-hexanol,,73,
AgOr31,2-ethyl-1-hexanol,,17,
AgOr32,2-ethyl-1-hexanol,,13,
AgOr33,2-ethyl-1-hexanol,,-10,
AgOr35,2-ethyl-1-hexanol,,-3,
AgOr38,2-ethyl-1-hexanol,,-3,
AgOr39,2-ethyl-1-hexanol,,-2,
AgOr41,2-ethyl-1-hexanol,,-14,
AgOr42,2-ethyl-1-hexanol,,-8,
AgOr43,2-ethyl-1-hexanol,,-24,
AgOr44,2-ethyl-1-hexanol,,-20,
AgOr45,2-ethyl-1-hexanol,,-10,
AgOr46,2-ethyl-1-hexanol,,92,
AgOr48,2-ethyl-1-hexanol,,176,
AgOr50,2-ethyl-1-hexanol,,81,
AgOr53,2-ethyl-1-hexanol,,4,
AgOr54,2-ethyl-1-hexanol,,-20,
AgOr56,2-ethyl-1-hexanol,,117,
AgOr57,2-ethyl-1-hexanol,,149,
AgOr59,2-ethyl-1-hexanol,,19,
AgOr61,2-ethyl-1-hexanol,,8,
AgOr63,2-ethyl-1-hexanol,,19,
AgOr64,2-ethyl-1-hexanol,,5,
AgOr65,2-ethyl-1-hexanol,,7,
AgOr66,2-ethyl-1-hexanol,,-5,
AgOr67,2-ethyl-1-hexanol,,-3,
AgOr73,2-ethyl-1-hexanol,,-9,
AgOr75,2-ethyl-1-hexanol,,102,
AgOr76,2-ethyl-1-hexanol,,-2,
AgOr1,1-hexen-3-ol,,-4,
AgOr2,1-hexen-3-ol,,-1,
AgOr3,1-hexen-3-ol,,-10,
AgOr4,1-hexen-3-ol,,78,
AgOr5,1-hexen-3-ol,,44,
AgOr6,1-hexen-3-ol,,19,
AgOr8,1-hexen-3-ol,,69,
AgOr9,1-hexen-3-ol,,37,
AgOr10,1-hexen-3-ol,,7,
AgOr11,1-hexen-3-ol,,56,
AgOr12,1-hexen-3-ol,,105,
AgOr13,1-hexen-3-ol,,-1,
AgOr15,1-hexen-3-ol,,-5,
AgOr16,1-hexen-3-ol,,1,
AgOr18,1-hexen-3-ol,,106,
AgOr20,1-hexen-3-ol,,202,
AgOr21,1-hexen-3-ol,,159,
AgOr23,1-hexen-3-ol,,0,
AgOr25,1-hexen-3-ol,,-8,
AgOr26,1-hexen-3-ol,,26,
AgOr27,1-hexen-3-ol,,36,
AgOr30,1-hexen-3-ol,,63,
AgOr31,1-hexen-3-ol,,12,
AgOr32,1-hexen-3-ol,,20,
AgOr33,1-hexen-3-ol,,-26,
AgOr35,1-hexen-3-ol,,7,
AgOr38,1-hexen-3-ol,,66,
AgOr39,1-hexen-3-ol,,46,
AgOr41,1-hexen-3-ol,,-19,
AgOr42,1-hexen-3-ol,,-15,
AgOr43,1-hexen-3-ol,,-38,
AgOr44,1-hexen-3-ol,,-18,
AgOr45,1-hexen-3-ol,,-26,
AgOr46,1-hexen-3-ol,,71,
AgOr48,1-hexen-3-ol,,69,
AgOr50,1-hexen-3-ol,,81,
AgOr53,1-hexen-3-ol,,41,
AgOr54,1-hexen-3-ol,,-41,
AgOr56,1-hexen-3-ol,,115,
AgOr57,1-hexen-3-ol,,128,
AgOr59,1-hexen-3-ol,,27,
AgOr61,1-hexen-3-ol,,22,
AgOr63,1-hexen-3-ol,,6,
AgOr64,1-hexen-3-ol,,10,
AgOr65,1-hexen-3-ol,,19,
AgOr66,1-hexen-3-ol,,-13,
AgOr67,1-hexen-3-ol,,-11,
AgOr73,1-hexen-3-ol,,5,
AgOr75,1-hexen-3-ol,,5,
AgOr76,1-hexen-3-ol,,-9,
AgOr1,1-hepten-3-ol,,5,
AgOr2,1-hepten-3-ol,,5,
AgOr3,1-hepten-3-ol,,-11,
AgOr4,1-hepten-3-ol,,153,
AgOr5,1-hepten-3-ol,,7,
AgOr6,1-hepten-3-ol,,27,
AgOr8,1-hepten-3-ol,,188,
AgOr9,1-hepten-3-ol,,21,
AgOr10,1-hepten-3-ol,,-4,
AgOr11,1-hepten-3-ol,,32,
AgOr12,1-hepten-3-ol,,131,
AgOr13,1-hepten-3-ol,,-15,
AgOr15,1-hepten-3-ol,,-6,
AgOr16,1-hepten-3-ol,,10,
AgOr18,1-hepten-3-ol,,82,
AgOr20,1-hepten-3-ol,,243,
AgOr21,1-hepten-3-ol,,86,
AgOr23,1-hepten-3-ol,,-2,
AgOr25,1-hepten-3-ol,,-17,
AgOr26,1-hepten-3-ol,,28,
AgOr27,1-hepten-3-ol,,36,
AgOr30,1-hepten-3-ol,,65,
AgOr31,1-hepten-3-ol,,26,
AgOr32,1-hepten-3-ol,,34,
AgOr33,1-hepten-3-ol,,-29,
AgOr35,1-hepten-3-ol,,-5,
AgOr38,1-hepten-3-ol,,52,
AgOr39,1-hepten-3-ol,,66,
AgOr41,1-hepten-3-ol,,-20,
AgOr42,1-hepten-3-ol,,-18,
AgOr43,1-hepten-3-ol,,-44,
AgOr44,1-hepten-3-ol,,-28,
AgOr45,1-hepten-3-ol,,-19,
AgOr46,1-hepten-3-ol,,73,
AgOr48,1-hepten-3-ol,,82,
AgOr50,1-hepten-3-ol,,96,
AgOr53,1-hepten-3-ol,,20,
AgOr54,1-hepten-3-ol,,-35,
AgOr56,1-hepten-3-ol,,140,
AgOr57,1-hepten-3-ol,,127,
AgOr59,1-hepten-3-ol,,55,
AgOr61,1-hepten-3-ol,,20,
AgOr63,1-hepten-3-ol,,28,
AgOr64,1-hepten-3-ol,,12,
AgOr65,1-hepten-3-ol,,10,
AgOr66,1-hepten-3-ol,,-12,
AgOr67,1-hepten-3-ol,,-4,
AgOr73,1-hepten-3-ol,,-11,
AgOr75,1-hepten-3-ol,,67,
AgOr76,1-hepten-3-ol,,-14,
AgOr1,1-octen-3-ol,,-23,
AgOr2,1-octen-3-ol,,1,
AgOr3,1-octen-3-ol,,-24,
AgOr4,1-octen-3-ol,,155,
AgOr5,1-octen-3-ol,,10,
AgOr6,1-octen-3-ol,,18,
AgOr8,1-octen-3-ol,,227,
AgOr9,1-octen-3-ol,,5,
AgOr10,1-octen-3-ol,,-11,
AgOr11,1-octen-3-ol,,2,
AgOr12,1-octen-3-ol,,5,
AgOr13,1-octen-3-ol,,-9,
AgOr15,1-octen-3-ol,,-1,
AgOr16,1-octen-3-ol,,14,
AgOr18,1-octen-3-ol,,62,
AgOr20,1-octen-3-ol,,212,
AgOr21,1-octen-3-ol,,17,
AgOr23,1-octen-3-ol,,1,
AgOr25,1-octen-3-ol,,-22,
AgOr26,1-octen-3-ol,,26,
AgOr27,1-octen-3-ol,,27,
AgOr30,1-octen-3-ol,,81,
AgOr31,1-octen-3-ol,,37,
AgOr32,1-octen-3-ol,,31,
AgOr33,1-octen-3-ol,,-30,
AgOr35,1-octen-3-ol,,-16,
AgOr38,1-octen-3-ol,,-1,
AgOr39,1-octen-3-ol,,76,
AgOr41,1-octen-3-ol,,-33,
AgOr42,1-octen-3-ol,,-25,
AgOr43,1-octen-3-ol,,-45,
AgOr44,1-octen-3-ol,,-30,
AgOr45,1-octen-3-ol,,-20,
AgOr46,1-octen-3-ol,,41,
AgOr48,1-octen-3-ol,,149,
AgOr50,1-octen-3-ol,,46,
AgOr53,1-octen-3-ol,,26,
AgOr54,1-octen-3-ol,,-53,
AgOr56,1-octen-3-ol,,73,
AgOr57,1-octen-3-ol,,71,
AgOr59,1-octen-3-ol,,52,
AgOr61,1-octen-3-ol,,24,
AgOr63,1-octen-3-ol,,27,
AgOr64,1-octen-3-ol,,12,
AgOr65,1-octen-3-ol,,7,
AgOr66,1-octen-3-ol,,-28,
AgOr67,1-octen-3-ol,,-15,
AgOr73,1-octen-3-ol,,-6,
AgOr75,1-octen-3-ol,,91,
AgOr76,1-octen-3-ol,,-15,
AgOr1,Z2-hexenol,,130,
AgOr2,Z2-hexenol,,3,
AgOr3,Z2-hexenol,,-23,
AgOr4,Z2-hexenol,,81,
AgOr5,Z2-hexenol,,-1,
AgOr6,Z2-hexenol,,15,
AgOr8,Z2-hexenol,,0,
AgOr9,Z2-hexenol,,26,
AgOr10,Z2-hexenol,,-6,
AgOr11,Z2-hexenol,,37,
AgOr12,Z2-hexenol,,139,
AgOr13,Z2-hexenol,,56,
AgOr15,Z2-hexenol,,28,
AgOr16,Z2-hexenol,,20,
AgOr18,Z2-hexenol,,99,
AgOr20,Z2-hexenol,,105,
AgOr21,Z2-hexenol,,71,
AgOr23,Z2-hexenol,,-2,
AgOr25,Z2-hexenol,,-8,
AgOr26,Z2-hexenol,,22,
AgOr27,Z2-hexenol,,31,
AgOr30,Z2-hexenol,,69,
AgOr31,Z2-hexenol,,20,
AgOr32,Z2-hexenol,,14,
AgOr33,Z2-hexenol,,-20,
AgOr35,Z2-hexenol,,4,
AgOr38,Z2-hexenol,,224,
AgOr39,Z2-hexenol,,76,
AgOr41,Z2-hexenol,,-31,
AgOr42,Z2-hexenol,,-25,
AgOr43,Z2-hexenol,,-33,
AgOr44,Z2-hexenol,,-26,
AgOr45,Z2-hexenol,,-11,
AgOr46,Z2-hexenol,,89,
AgOr48,Z2-hexenol,,32,
AgOr50,Z2-hexenol,,90,
AgOr53,Z2-hexenol,,42,
AgOr54,Z2-hexenol,,-38,
AgOr56,Z2-hexenol,,141,
AgOr57,Z2-hexenol,,195,
AgOr59,Z2-hexenol,,8,
AgOr61,Z2-hexenol,,12,
AgOr63,Z2-hexenol,,16,
AgOr64,Z2-hexenol,,14,
AgOr65,Z2-hexenol,,32,
AgOr66,Z2-hexenol,,-18,
AgOr67,Z2-hexenol,,-14,
AgOr73,Z2-hexenol,,-6,
AgOr75,Z2-hexenol,,-7,
AgOr76,Z2-hexenol,,-10,
AgOr1,Z3-hexenol,,53,
AgOr2,Z3-hexenol,,10,
AgOr3,Z3-hexenol,,-13,
AgOr4,Z3-hexenol,,80,
AgOr5,Z3-hexenol,,4,
AgOr6,Z3-hexenol,,19,
AgOr8,Z3-hexenol,,-7,
AgOr9,Z3-hexenol,,7,
AgOr10,Z3-hexenol,,19,
AgOr11,Z3-hexenol,,39,
AgOr12,Z3-hexenol,,181,
AgOr13,Z3-hexenol,,3,
AgOr15,Z3-hexenol,,17,
AgOr16,Z3-hexenol,,18,
AgOr18,Z3-hexenol,,119,
AgOr20,Z3-hexenol,,139,
AgOr21,Z3-hexenol,,187,
AgOr23,Z3-hexenol,,12,
AgOr25,Z3-hexenol,,1,
AgOr26,Z3-hexenol,,39,
AgOr27,Z3-hexenol,,24,
AgOr30,Z3-hexenol,,74,
AgOr31,Z3-hexenol,,14,
AgOr32,Z3-hexenol,,52,
AgOr33,Z3-hexenol,,-26,
AgOr35,Z3-hexenol,,15,
AgOr38,Z3-hexenol,,212,
AgOr39,Z3-hexenol,,36,
AgOr41,Z3-hexenol,,-18,
AgOr42,Z3-hexenol,,-6,
AgOr43,Z3-hexenol,,-31,
AgOr44,Z3-hexenol,,-17,
AgOr45,Z3-hexenol,,-14,
AgOr46,Z3-hexenol,,64,
AgOr48,Z3-hexenol,,60,
AgOr50,Z3-hexenol,,123,
AgOr53,Z3-hexenol,,44,
AgOr54,Z3-hexenol,,-31,
AgOr56,Z3-hexenol,,147,
AgOr57,Z3-hexenol,,194,
AgOr59,Z3-hexenol,,3,
AgOr61,Z3-hexenol,,17,
AgOr63,Z3-hexenol,,12,
AgOr64,Z3-hexenol,,36,
AgOr65,Z3-hexenol,,5,
AgOr66,Z3-hexenol,,-11,
AgOr67,Z3-hexenol,,-6,
AgOr73,Z3-hexenol,,-2,
AgOr75,Z3-hexenol,,1,
AgOr76,Z3-hexenol,,-6,
AgOr1,4-methylcyclohexanol,,186,
AgOr2,4-methylcyclohexanol,,6,
AgOr3,4-methylcyclohexanol,,-13,
AgOr4,4-methylcyclohexanol,,36,
AgOr5,4-methylcyclohexanol,,-5,
AgOr6,4-methylcyclohexanol,,4,
AgOr8,4-methylcyclohexanol,,-6,
AgOr9,4-methylcyclohexanol,,56,
AgOr10,4-methylcyclohexanol,,7,
AgOr11,4-methylcyclohexanol,,131,
AgOr12,4-methylcyclohexanol,,214,
AgOr13,4-methylcyclohexanol,,50,
AgOr15,4-methylcyclohexanol,,-4,
AgOr16,4-methylcyclohexanol,,34,
AgOr18,4-methylcyclohexanol,,115,
AgOr20,4-methylcyclohexanol,,252,
AgOr21,4-methylcyclohexanol,,131,
AgOr23,4-methylcyclohexanol,,-2,
AgOr25,4-methylcyclohexanol,,7,
AgOr26,4-methylcyclohexanol,,39,
AgOr27,4-methylcyclohexanol,,33,
AgOr30,4-methylcyclohexanol,,30,
AgOr31,4-methylcyclohexanol,,3,
AgOr32,4-methylcyclohexanol,,4,
AgOr33,4-methylcyclohexanol,,-17,
AgOr35,4-methylcyclohexanol,,4,
AgOr38,4-methylcyclohexanol,,219,
AgOr39,4-methylcyclohexanol,,36,
AgOr41,4-methylcyclohexanol,,-1,
AgOr42,4-methylcyclohexanol,,-5,
AgOr43,4-methylcyclohexanol,,-17,
AgOr44,4-methylcyclohexanol,,-22,
AgOr45,4-methylcyclohexanol,,0,
AgOr46,4-methylcyclohexanol,,90,
AgOr48,4-methylcyclohexanol,,31,
AgOr50,4-methylcyclohexanol,,142,
AgOr53,4-methylcyclohexanol,,36,
AgOr54,4-methylcyclohexanol,,0,
AgOr56,4-methylcyclohexanol,,163,
AgOr57,4-methylcyclohexanol,,199,
AgOr59,4-methylcyclohexanol,,-5,
AgOr61,4-methylcyclohexanol,,12,
AgOr63,4-methylcyclohexanol,,3,
AgOr64,4-methylcyclohexanol,,44,
AgOr65,4-methylcyclohexanol,,7,
AgOr66,4-methylcyclohexanol,,3,
AgOr67,4-methylcyclohexanol,,2,
AgOr73,4-methylcyclohexanol,,-6,
AgOr75,4-methylcyclohexanol,,7,
AgOr76,4-methylcyclohexanol,,-11,
AgOr1,3-methyl-2-cyclohexenol,,2,
AgOr2,3-methyl-2-cyclohexenol,,17,
AgOr3,3-methyl-2-cyclohexenol,,-11,
AgOr4,3-methyl-2-cyclohexenol,,22,
AgOr5,3-methyl-2-cyclohexenol,,-8,
AgOr6,3-methyl-2-cyclohexenol,,67,
AgOr8,3-methyl-2-cyclohexenol,,-10,
AgOr9,3-methyl-2-cyclohexenol,,3,
AgOr10,3-methyl-2-cyclohexenol,,14,
AgOr11,3-methyl-2-cyclohexenol,,85,
AgOr12,3-methyl-2-cyclohexenol,,185,
AgOr13,3-methyl-2-cyclohexenol,,59,
AgOr15,3-methyl-2-cyclohexenol,,8,
AgOr16,3-methyl-2-cyclohexenol,,9,
AgOr18,3-methyl-2-cyclohexenol,,102,
AgOr20,3-methyl-2-cyclohexenol,,182,
AgOr21,3-methyl-2-cyclohexenol,,220,
AgOr23,3-methyl-2-cyclohexenol,,0,
AgOr25,3-methyl-2-cyclohexenol,,-7,
AgOr26,3-methyl-2-cyclohexenol,,43,
AgOr27,3-methyl-2-cyclohexenol,,27,
AgOr30,3-methyl-2-cyclohexenol,,35,
AgOr31,3-methyl-2-cyclohexenol,,5,
AgOr32,3-methyl-2-cyclohexenol,,8,
AgOr33,3-methyl-2-cyclohexenol,,-20,
AgOr35,3-methyl-2-cyclohexenol,,7,
AgOr38,3-methyl-2-cyclohexenol,,23,
AgOr39,3-methyl-2-cyclohexenol,,24,
AgOr41,3-methyl-2-cyclohexenol,,-4,
AgOr42,3-methyl-2-cyclohexenol,,-11,
AgOr43,3-methyl-2-cyclohexenol,,-10,
AgOr44,3-methyl-2-cyclohexenol,,-20,
AgOr45,3-methyl-2-cyclohexenol,,-16,
AgOr46,3-methyl-2-cyclohexenol,,96,
AgOr48,3-methyl-2-cyclohexenol,,15,
AgOr50,3-methyl-2-cyclohexenol,,99,
AgOr53,3-methyl-2-cyclohexenol,,46,
AgOr54,3-methyl-2-cyclohexenol,,-12,
AgOr56,3-methyl-2-cyclohexenol,,53,
AgOr57,3-methyl-2-cyclohexenol,,102,
AgOr59,3-methyl-2-cyclohexenol,,2,
AgOr61,3-methyl-2-cyclohexenol,,18,
AgOr63,3-methyl-2-cyclohexenol,,2,
AgOr64,3-methyl-2-cyclohexenol,,4,
AgOr65,3-methyl-2-cyclohexenol,,11,
AgOr66,3-methyl-2-cyclohexenol,,5,
AgOr67,3-methyl-2-cyclohexenol,,-11,
AgOr73,3-methyl-2-cyclohexenol,,-2,
AgOr75,3-methyl-2-cyclohexenol,,-7,
AgOr76,3-methyl-2-cyclohexenol,,-6,
AgOr1,ethyl-formate,,-9,
AgOr2,ethyl-formate,,4,
AgOr3,ethyl-formate,,-7,
AgOr4,ethyl-formate,,3,
AgOr5,ethyl-formate,,-5,
AgOr6,ethyl-formate,,6,
AgOr8,ethyl-formate,,-10,
AgOr9,ethyl-formate,,-1,
AgOr10,ethyl-formate,,3,
AgOr11,ethyl-formate,,3,
AgOr12,ethyl-formate,,17,
AgOr13,ethyl-formate,,9,
AgOr15,ethyl-formate,,2,
AgOr16,ethyl-formate,,1,
AgOr18,ethyl-formate,,16,
AgOr20,ethyl-formate,,2,
AgOr21,ethyl-formate,,18,
AgOr23,ethyl-formate,,-1,
AgOr25,ethyl-formate,,-14,
AgOr26,ethyl-formate,,2,
AgOr27,ethyl-formate,,4,
AgOr30,ethyl-formate,,1,
AgOr31,ethyl-formate,,1,
AgOr32,ethyl-formate,,-13,
AgOr33,ethyl-formate,,-22,
AgOr35,ethyl-formate,,-24,
AgOr38,ethyl-formate,,-1,
AgOr39,ethyl-formate,,3,
AgOr41,ethyl-formate,,-12,
AgOr42,ethyl-formate,,-6,
AgOr43,ethyl-formate,,-19,
AgOr44,ethyl-formate,,-12,
AgOr45,ethyl-formate,,-11,
AgOr46,ethyl-formate,,14,
AgOr48,ethyl-formate,,0,
AgOr50,ethyl-formate,,11,
AgOr53,ethyl-formate,,23,
AgOr54,ethyl-formate,,-19,
AgOr56,ethyl-formate,,9,
AgOr57,ethyl-formate,,52,
AgOr59,ethyl-formate,,-4,
AgOr61,ethyl-formate,,2,
AgOr63,ethyl-formate,,-2,
AgOr64,ethyl-formate,,-5,
AgOr65,ethyl-formate,,-1,
AgOr66,ethyl-formate,,-3,
AgOr67,ethyl-formate,,-13,
AgOr73,ethyl-formate,,-3,
AgOr75,ethyl-formate,,-10,
AgOr76,ethyl-formate,,-4,
AgOr1,ethyl-acetate,,-11,
AgOr2,ethyl-acetate,,2,
AgOr3,ethyl-acetate,,-5,
AgOr4,ethyl-acetate,,21,
AgOr5,ethyl-acetate,,7,
AgOr6,ethyl-acetate,,30,
AgOr8,ethyl-acetate,,-4,
AgOr9,ethyl-acetate,,14,
AgOr10,ethyl-acetate,,10,
AgOr11,ethyl-acetate,,29,
AgOr12,ethyl-acetate,,101,
AgOr13,ethyl-acetate,,6,
AgOr15,ethyl-acetate,,36,
AgOr16,ethyl-acetate,,1,
AgOr18,ethyl-acetate,,102,
AgOr20,ethyl-acetate,,29,
AgOr21,ethyl-acetate,,76,
AgOr23,ethyl-acetate,,2,
AgOr25,ethyl-acetate,,-15,
AgOr26,ethyl-acetate,,24,
AgOr27,ethyl-acetate,,8,
AgOr30,ethyl-acetate,,24,
AgOr31,ethyl-acetate,,0,
AgOr32,ethyl-acetate,,-5,
AgOr33,ethyl-acetate,,-27,
AgOr35,ethyl-acetate,,-20,
AgOr38,ethyl-acetate,,21,
AgOr39,ethyl-acetate,,31,
AgOr41,ethyl-acetate,,-19,
AgOr42,ethyl-acetate,,-14,
AgOr43,ethyl-acetate,,-3,
AgOr44,ethyl-acetate,,-21,
AgOr45,ethyl-acetate,,-19,
AgOr46,ethyl-acetate,,63,
AgOr48,ethyl-acetate,,6,
AgOr50,ethyl-acetate,,36,
AgOr53,ethyl-acetate,,28,
AgOr54,ethyl-acetate,,-12,
AgOr56,ethyl-acetate,,43,
AgOr57,ethyl-acetate,,137,
AgOr59,ethyl-acetate,,-10,
AgOr61,ethyl-acetate,,8,
AgOr63,ethyl-acetate,,3,
AgOr64,ethyl-acetate,,-5,
AgOr65,ethyl-acetate,,4,
AgOr66,ethyl-acetate,,-1,
AgOr67,ethyl-acetate,,-17,
AgOr73,ethyl-acetate,,0,
AgOr75,ethyl-acetate,,-15,
AgOr76,ethyl-acetate,,-5,
AgOr1,propyl-acetate,,-13,
AgOr2,propyl-acetate,,14,
AgOr3,propyl-acetate,,-10,
AgOr4,propyl-acetate,,57,
AgOr5,propyl-acetate,,33,
AgOr6,propyl-acetate,,68,
AgOr8,propyl-acetate,,-10,
AgOr9,propyl-acetate,,28,
AgOr10,propyl-acetate,,-22,
AgOr11,propyl-acetate,,35,
AgOr12,propyl-acetate,,96,
AgOr13,propyl-acetate,,14,
AgOr15,propyl-acetate,,139,
AgOr16,propyl-acetate,,7,
AgOr18,propyl-acetate,,162,
AgOr20,propyl-acetate,,56,
AgOr21,propyl-acetate,,91,
AgOr23,propyl-acetate,,5,
AgOr25,propyl-acetate,,-15,
AgOr26,propyl-acetate,,27,
AgOr27,propyl-acetate,,18,
AgOr30,propyl-acetate,,38,
AgOr31,propyl-acetate,,22,
AgOr32,propyl-acetate,,19,
AgOr33,propyl-acetate,,-24,
AgOr35,propyl-acetate,,-26,
AgOr38,propyl-acetate,,100,
AgOr39,propyl-acetate,,57,
AgOr41,propyl-acetate,,-32,
AgOr42,propyl-acetate,,-30,
AgOr43,propyl-acetate,,-25,
AgOr44,propyl-acetate,,-21,
AgOr45,propyl-acetate,,-21,
AgOr46,propyl-acetate,,187,
AgOr48,propyl-acetate,,-5,
AgOr50,propyl-acetate,,74,
AgOr53,propyl-acetate,,27,
AgOr54,propyl-acetate,,-28,
AgOr56,propyl-acetate,,76,
AgOr57,propyl-acetate,,202,
AgOr59,propyl-acetate,,-4,
AgOr61,propyl-acetate,,12,
AgOr63,propyl-acetate,,3,
AgOr64,propyl-acetate,,-11,
AgOr65,propyl-acetate,,-2,
AgOr66,propyl-acetate,,-31,
AgOr67,propyl-acetate,,-19,
AgOr73,propyl-acetate,,-8,
AgOr75,propyl-acetate,,-14,
AgOr76,propyl-acetate,,-16,
AgOr1,amyl-acetate,,-22,
AgOr2,amyl-acetate,,8,
AgOr3,amyl-acetate,,-21,
AgOr4,amyl-acetate,,85,
AgOr5,amyl-acetate,,-2,
AgOr6,amyl-acetate,,23,
AgOr8,amyl-acetate,,-2,
AgOr9,amyl-acetate,,1,
AgOr10,amyl-acetate,,-7,
AgOr11,amyl-acetate,,17,
AgOr12,amyl-acetate,,-9,
AgOr13,amyl-acetate,,-14,
AgOr15,amyl-acetate,,18,
AgOr16,amyl-acetate,,28,
AgOr18,amyl-acetate,,118,
AgOr20,amyl-acetate,,2,
AgOr21,amyl-acetate,,60,
AgOr23,amyl-acetate,,4,
AgOr25,amyl-acetate,,-18,
AgOr26,amyl-acetate,,23,
AgOr27,amyl-acetate,,19,
AgOr30,amyl-acetate,,171,
AgOr31,amyl-acetate,,51,
AgOr32,amyl-acetate,,40,
AgOr33,amyl-acetate,,-27,
AgOr35,amyl-acetate,,-39,
AgOr38,amyl-acetate,,-11,
AgOr39,amyl-acetate,,87,
AgOr41,amyl-acetate,,-37,
AgOr42,amyl-acetate,,-22,
AgOr43,amyl-acetate,,-36,
AgOr44,amyl-acetate,,-22,
AgOr45,amyl-acetate,,-17,
AgOr46,amyl-acetate,,42,
AgOr48,amyl-acetate,,127,
AgOr50,amyl-acetate,,42,
AgOr53,amyl-acetate,,18,
AgOr54,amyl-acetate,,-53,
AgOr56,amyl-acetate,,47,
AgOr57,amyl-acetate,,84,
AgOr59,amyl-acetate,,-4,
AgOr61,amyl-acetate,,12,
AgOr63,amyl-acetate,,34,
AgOr64,amyl-acetate,,-12,
AgOr65,amyl-acetate,,7,
AgOr66,amyl-acetate,,-17,
AgOr67,amyl-acetate,,-33,
AgOr73,amyl-acetate,,-6,
AgOr75,amyl-acetate,,57,
AgOr76,amyl-acetate,,1,
AgOr1,isobutyl-acetate,,-12,
AgOr2,isobutyl-acetate,,5,
AgOr3,isobutyl-acetate,,-13,
AgOr4,isobutyl-acetate,,101,
AgOr5,isobutyl-acetate,,10,
AgOr6,isobutyl-acetate,,74,
AgOr8,isobutyl-acetate,,-10,
AgOr9,isobutyl-acetate,,32,
AgOr10,isobutyl-acetate,,-17,
AgOr11,isobutyl-acetate,,21,
AgOr12,isobutyl-acetate,,59,
AgOr13,isobutyl-acetate,,2,
AgOr15,isobutyl-acetate,,93,
AgOr16,isobutyl-acetate,,23,
AgOr18,isobutyl-acetate,,93,
AgOr20,isobutyl-acetate,,48,
AgOr21,isobutyl-acetate,,117,
AgOr23,isobutyl-acetate,,0,
AgOr25,isobutyl-acetate,,-21,
AgOr26,isobutyl-acetate,,23,
AgOr27,isobutyl-acetate,,34,
AgOr30,isobutyl-acetate,,81,
AgOr31,isobutyl-acetate,,25,
AgOr32,isobutyl-acetate,,25,
AgOr33,isobutyl-acetate,,-24,
AgOr35,isobutyl-acetate,,-18,
AgOr38,isobutyl-acetate,,172,
AgOr39,isobutyl-acetate,,69,
AgOr41,isobutyl-acetate,,-37,
AgOr42,isobutyl-acetate,,-30,
AgOr43,isobutyl-acetate,,-30,
AgOr44,isobutyl-acetate,,-19,
AgOr45,isobutyl-acetate,,-23,
AgOr46,isobutyl-acetate,,232,
AgOr48,isobutyl-acetate,,-5,
AgOr50,isobutyl-acetate,,111,
AgOr53,isobutyl-acetate,,22,
AgOr54,isobutyl-acetate,,-36,
AgOr56,isobutyl-acetate,,53,
AgOr57,isobutyl-acetate,,191,
AgOr59,isobutyl-acetate,,0,
AgOr61,isobutyl-acetate,,2,
AgOr63,isobutyl-acetate,,19,
AgOr64,isobutyl-acetate,,-6,
AgOr65,isobutyl-acetate,,1,
AgOr66,isobutyl-acetate,,-25,
AgOr67,isobutyl-acetate,,-18,
AgOr73,isobutyl-acetate,,-4,
AgOr75,isobutyl-acetate,,64,
AgOr76,isobutyl-acetate,,-14,
AgOr1,isoamyl-acetate,,-14,
AgOr2,isoamyl-acetate,,2,
AgOr3,isoamyl-acetate,,-13,
AgOr4,isoamyl-acetate,,131,
AgOr5,isoamyl-acetate,,-5,
AgOr6,isoamyl-acetate,,39,
AgOr8,isoamyl-acetate,,9,
AgOr9,isoamyl-acetate,,23,
AgOr10,isoamyl-acetate,,7,
AgOr11,isoamyl-acetate,,22,
AgOr12,isoamyl-acetate,,-5,
AgOr13,isoamyl-acetate,,-6,
AgOr15,isoamyl-acetate,,42,
AgOr16,isoamyl-acetate,,29,
AgOr18,isoamyl-acetate,,98,
AgOr20,isoamyl-acetate,,8,
AgOr21,isoamyl-acetate,,54,
AgOr23,isoamyl-acetate,,1,
AgOr25,isoamyl-acetate,,-24,
AgOr26,isoamyl-acetate,,31,
AgOr27,isoamyl-acetate,,22,
AgOr30,isoamyl-acetate,,95,
AgOr31,isoamyl-acetate,,42,
AgOr32,isoamyl-acetate,,36,
AgOr33,isoamyl-acetate,,-37,
AgOr35,isoamyl-acetate,,-25,
AgOr38,isoamyl-acetate,,-14,
AgOr39,isoamyl-acetate,,82,
AgOr41,isoamyl-acetate,,-34,
AgOr42,isoamyl-acetate,,-19,
AgOr43,isoamyl-acetate,,-45,
AgOr44,isoamyl-acetate,,-16,
AgOr45,isoamyl-acetate,,-14,
AgOr46,isoamyl-acetate,,82,
AgOr48,isoamyl-acetate,,40,
AgOr50,isoamyl-acetate,,83,
AgOr53,isoamyl-acetate,,24,
AgOr54,isoamyl-acetate,,-43,
AgOr56,isoamyl-acetate,,36,
AgOr57,isoamyl-acetate,,94,
AgOr59,isoamyl-acetate,,-10,
